"ID Number",Office Name,Address 1,City,State,Zip,DMA,Latitude,Longitude,GeoLocType,DNUC
MED-100117,Farmington Hills Medical Group,27970 Orchard Lake Rd,Farmington Hills,MI,48334,Detroit,42.501541,-83.357883,ROOFTOP,no
MED-100069,"Dr. Neil Jahan, MD",1651 S Venoy Rd,Westland,MI,48186,Detroit,42.296558,-83.363113,ROOFTOP,no
MED-100792,Venoy Medical Center,4020 Venoy Rd,Wayne,MI,48184,Detroit,42.279151,-83.36403,ROOFTOP,no
MED-100891,Dr. Samina Ansaw Ghazi,33110 W 12 Mile Rd,Farmington Hills,MI,48334,Detroit,42.4987824,-83.3752749,RANGE_INTERPOLATED,no
MED-100133,Freedom Medical Clinic,20206 Farmington Rd,Livonia,MI,48152,Detroit,42.4359909,-83.3752997,RANGE_INTERPOLATED,no
MED-100733,Synergy Health PC,33200 W 14 Mile Rd,West Bloomfield,MI,48322,Detroit,42.528692,-83.3771299,ROOFTOP,no
MED-100067,Wayne Medical Center,1203 S Wayne Rd,Westland,MI,48186,Detroit,42.300263,-83.387913,ROOFTOP,no
MED-100831,Livonia Urgent Care,37595 Seven Mile Rd,Livonia,MI,48152,Detroit,42.4252177,-83.4169942,RANGE_INTERPOLATED,no
MED-100131,"Novi Internal Medicine and Pediatrics, PLLC",39475 Lewis Dr,Novi,MI,48377,Detroit,42.507643,-83.43756,ROOFTOP,no
MED-100832,Western Wayne Urgent Care,2050 Haggerty Rd,Canton,MI,48187,Detroit,42.3215764,-83.4488779,RANGE_INTERPOLATED,no
MED-100118,"Randall A. Bickle, DO",42000 Six Mile Rd,Northville,MI,48167,Detroit,42.410974,-83.459272,ROOFTOP,no
MED-100932,Novi Urgent Care,43535 Grand River,Novi,MI,48375,Detroit,42.4810796,-83.4768528,RANGE_INTERPOLATED,no
MED-101332,"James D. Crowl, MD",46325 W 12 Mile Rd,Novi,MI,48377,Detroit,42.493615,-83.504288,ROOFTOP,no
MED-100929,Providence Medical Center-S Lyon,210 N Lafayette,South Lyon ,MI,48178,Detroit,42.461717,-83.651156,ROOFTOP,no
MED-100871,Dundee Urgent Care,100 Powell Dr,Dundee,MI,48131,Detroit,41.9574625,-83.6773896,GEOMETRIC_CENTER,no
MED-100420,Brighton Family Care,2305 Genoa Business Park Dr,Brighton,MI,48114,Detroit,42.5682624,-83.8057989,MANUAL,yes
MED-100743,Brighton Family Care,2305 Genoa Business Park Dr,Brighton,MI,48114,Detroit,42.5682624,-83.8057989,MANUAL,yes
MED-101337,Brighton Urgent Care,2300 Genoa Business Park Dr,Brighton,MI,48114,Detroit,42.5682624,-83.8057989,MANUAL,yes
MED-100207,Chelsea Internal Medicine,128 Van Buren St,Chelsea,MI,48118,Detroit,42.313887,-84.019054,ROOFTOP,no
MED-100051,DayOne Health Care ,363 Fremont St,Battle Creek,MI,49017,Detroit,42.3333363,-85.1775647,RANGE_INTERPOLATED,no
MED-100418,"Tri-City Express Care, LLC",415 N Valvista Dr,Mesa,AZ,85213,Phoenix (Prescott),33.4233483,-111.7536109,RANGE_INTERPOLATED,no
MED-101210,First Care Medical ,637 E Main St,Mesa,AZ,85203,Phoenix (Prescott),33.4149356,-111.8172795,ROOFTOP,no
MED-100298,Southwest Urgent Care,535 E McKellips,Mesa,AZ,85203,Phoenix (Prescott),33.451149,-111.820107,ROOFTOP,no
MED-101153,Tri-City Express Care,2875 W Ray Rd,Chandler,AZ,85224,Phoenix (Prescott),33.3203031,-111.8905784,RANGE_INTERPOLATED,no
MED-101156,Tri-City Express Care,7730 E McDowell Rd,Scotsdale,AZ,85257,Phoenix (Prescott),33.46682,-111.913107,ROOFTOP,no
MED-100552,Verde Valley Urgent Care,450 S Willard Rd,Cottonwood,AZ,86326,Phoenix (Prescott),34.732187,-112.028039,ROOFTOP,no
MED-100369,Central Phoenix Medical Clinic,7600 N 15th St,Phoenix,AZ,85020,Phoenix (Prescott),33.547958,-112.051443,ROOFTOP,no
MED-100138,Banner Good Samaritan Out Patient Clinic,925 E McDowell Rd,Phoenix,AZ,85006,Phoenix (Prescott),33.4656267,-112.0610452,ROOFTOP,no
MED-100493,Dr. Luis Lopez,3330 N 2nd St,Phoenix,AZ,85012,Phoenix (Prescott),33.4871263,-112.0712555,ROOFTOP,no
MED-100676,Phoenix Gynecology Consultants,3410 N 4th Ave,Phoenix,AZ,85013,Phoenix (Prescott),33.488048,-112.079364,ROOFTOP,no
MED-100860,Desert Pain and Rehab,11047 N 19th Ave,Phoenix,AZ,85029,Phoenix (Prescott),33.5870669,-112.0996448,RANGE_INTERPOLATED,no
MED-100858,Northwest Medical Center,11045 N 19th Ave,Phoenix,AZ,85029,Phoenix (Prescott),33.5870611,-112.0996449,RANGE_INTERPOLATED,no
MED-100911,Arrowhead Medical & Aesthetics Center,20325 N 51st Ave,Glendale,AZ,85308,Phoenix (Prescott),33.670568,-112.1691538,ROOFTOP,no
MED-101281,Lenzmeier Family Practice,20100 N 51st Ave,Glendale,AZ,85308,Phoenix (Prescott),33.6657378,-112.1697557,ROOFTOP,no
MED-100515,Northwest Family Clinic,17100 N 67th Ave,Glendale,AZ,85308,Phoenix (Prescott),33.6398518,-112.2043374,ROOFTOP,no
MED-100073,Watson Clinic,2250 Osprey Blvd,Bartow,FL,33830,Tampa-St. Pete (Sarasota),27.9176469,-81.8435965,RANGE_INTERPOLATED,no
MED-100974,Watson Clinic,2250 Osprey Blvd,Bartow,FL,33830,Tampa-St. Pete (Sarasota),27.9176469,-81.8435965,RANGE_INTERPOLATED,no
MED-100074,Watson Clinic,2140 E Co Rd,Lakeland,FL,33813,Tampa-St. Pete (Sarasota),28.0727605,-81.9533068,RANGE_INTERPOLATED,no
MED-100072,Watson Clinic Main 4W,1600 Lakeland Hills Blvd,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100088,Watson Clinic Main 4E,1600 Lakeland Hills Blvd,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100089,Watson Clinic Main 3E,1600 Lakeland Hills Blvd,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100090,Watson Clinic Main 3W,1600 Lakeland Hills Blvd,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100091,Watson Clinic Main 2E,1600 Lakeland Hills Blvd ,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100092,Watson Clinic Main 2W,1600 Lakeland Hills Blvd ,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100093,Watson Clinic Main Urgent Care 1E,1600 Lakeland Hills Blvd ,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100975,Watson Clinic,1600 Lakeland Hills Blvd,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100976,Watson Clinic,1600 Lakeland Hills Blvd,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100977,Watson Clinic,1600 Lakeland Hills Blvd,Lakeland,FL,33805,Tampa-St. Pete (Sarasota),28.067355,-81.954305,ROOFTOP,no
MED-100076,Watson Clinic,615 E Alexander St,Plant City,FL,33563,Tampa-St. Pete (Sarasota),28.0089718,-82.1378889,RANGE_INTERPOLATED,no
MED-100239,The Cardiology Center of Englewood,601 Medical Dr,Englewood,FL,34223,Tampa-St. Pete (Sarasota),26.949439,-82.3284539,ROOFTOP,no
MED-101048,"Peter A. Jacobson, MD",1649 Sun City Center Plaza,Sun City Center,FL,33573,Tampa-St. Pete (Sarasota),27.713483,-82.356171,ROOFTOP,no
MED-100590,Dr. Stephanie Talton Williamson,2352 Creel Ln,Wesley Chapel,FL,33544,Tampa-St. Pete (Sarasota),28.191295,-82.372521,ROOFTOP,no
MED-100352,University Family Health Care,2415 University Pkwy,Sarasota,FL,34243,Tampa-St. Pete (Sarasota),27.390453,-82.520897,ROOFTOP,no
MED-100309,Heart Associates,5606 W Norvell Bryant Hwy,Crystal River,FL,34429,Tampa-St. Pete (Sarasota),28.890194,-82.527451,ROOFTOP,no
MED-100274,Bayshore Physicians,8813 River Crossing Blvd,New Port Richey,FL,34655,Tampa-St. Pete (Sarasota),28.2374432,-82.6702804,RANGE_INTERPOLATED,no
MED-100237,"Doctors Inn Two, Inc.",13495 Gulf Blvd,Madeira Beach,FL,33708,Tampa-St. Pete (Sarasota),27.7911731,-82.7884257,ROOFTOP,no
MED-101273,Snohomish Family Medical Center,629 Ave D,Snohomish,WA,98290,Seattle-Tacoma,47.9200425,-122.0979254,ROOFTOP,no
MED-101268,Snohomish Family Medical Center,629 Ave D,Snohomish,WA,98290,Seattle-Tacoma,47.9200425,-122.0979254,ROOFTOP,no
MED-100591,US Health Works,3850 S Meridian,Puyallup,WA,98373,Seattle-Tacoma,47.1555515,-122.2937615,ROOFTOP,no
MED-100156,Spanaway Family Medicine Center,144 169th St S ,Spanaway,WA,98387,Seattle-Tacoma,47.10336,-122.434216,ROOFTOP,no
MED-100403,Christian Family Care,8725 S Tacoma Way,Lakewood,WA,98499,Seattle-Tacoma,47.1781706,-122.4837881,RANGE_INTERPOLATED,no
MED-100356,Olympic Family Practice,2601 Cherry Ave,Bremerton,WA,98310,Seattle-Tacoma,47.584197,-122.626344,ROOFTOP,no
MED-100637,Big Rock Health Center,130 Marvin Rd SE,Lacey,WA,98503,Seattle-Tacoma,47.055731,-122.763909,ROOFTOP,no
MED-101051,St. Martin's Student Health Center,5300 Pacific Ave SE,Lacey,WA,98503,Seattle-Tacoma,47.040957,-122.821556,ROOFTOP,no
MED-100640,Napavine Medical Clinic,305 2nd Ave NE,Napavine,WA,98565,Seattle-Tacoma,46.5763177,-122.9070284,RANGE_INTERPOLATED,no
MED-100719,Steck Medical Center,1299 Bishop Rd,Chehalis,WA,98532,Seattle-Tacoma,46.639515,-122.940434,ROOFTOP,no
MED-100638,Steck Medical Center,1299 Bishop Rd,Chehalis,WA,98532,Seattle-Tacoma,46.639515,-122.940434,ROOFTOP,no
MED-100639,Centralia Specialty Center,1707 Cooks Hill Rd,Centralia,WA,98531,Seattle-Tacoma,46.714059,-122.982002,ROOFTOP,no
MED-100820,Riverview Health Center,300 Ocean Ave,Raymond,WA,98577,Seattle-Tacoma,46.6805575,-123.7366741,RANGE_INTERPOLATED,no
MED-100817,Willapa Family Medicine,810 Alder St,South Bend,WA,98586,Seattle-Tacoma,46.6651128,-123.8107258,GEOMETRIC_CENTER,no
MED-100818,Pacific Family Health Center,826 Alder St,South Bend,WA,98586,Seattle-Tacoma,46.6651128,-123.8107258,GEOMETRIC_CENTER,no
MED-100528,Family Practice Center of Grays Harbor,815 K St,Hoquiam,WA,98550,Seattle-Tacoma,46.975568,-123.884218,ROOFTOP,no
MED-100449,Express Health Care,10190 Baltimore St NE,Blaine,MN,55449,Minneapolis-St. Paul,45.155487,-93.233564,ROOFTOP,no
MED-100350,Dr. Christopher Pham,2040 NE 49th St,Ft. Lauderdale,FL,33308,Miami-Ft. Lauderdale,26.188278,-80.117106,ROOFTOP,no
MED-101206,Dr. Misha Denham,4302 Alton Rd,Miami Beach,FL,33140,Miami-Ft. Lauderdale,25.8155555,-80.1378285,ROOFTOP,no
MED-100349,Pines Total Health Care,233 N University Dr,Pembroke Pines,FL,33024,Miami-Ft. Lauderdale,26.0106846,-80.248252,RANGE_INTERPOLATED,no
MED-101042,Dr. Medhat Awad,8395 W Oakland Park Blvd,Sunrise,FL,33351,Miami-Ft. Lauderdale,26.1676121,-80.2618323,RANGE_INTERPOLATED,no
MED-100343,Sunset Cardiology,9193 Sunset Dr,Miami,FL,33173,Miami-Ft. Lauderdale,25.7020708,-80.3420163,RANGE_INTERPOLATED,no
MED-100347,Dr. Julius A. Gasso,9200 Sunset Dr,Miami,FL,33173,Miami-Ft. Lauderdale,25.701396,-80.342674,ROOFTOP,no
MED-101149,Middlefield Clinic,15561 W High St,Middlefield,OH,44062,Cleveland-Akron (Canton),41.461543,-81.087599,ROOFTOP,no
MED-100890,"Bachtel & Associates, INC",182 East Ave,Tallamadge,OH,44278,Cleveland-Akron (Canton),41.10086,-81.433691,ROOFTOP,no
MED-100763,Pax Medical Center,1655 W Market St,Akron,OH,44304,Cleveland-Akron (Canton),41.109569,-81.5681929,ROOFTOP,no
MED-101351,Noms Family Practice Huron,808 S Main St,Huron,OH,44839,Cleveland-Akron (Canton),41.389246,-82.5602078,RANGE_INTERPOLATED,no
MED-101071,Dr. Brian Baxter Family Practice,1326 E Perkins Ave,Sandusky,OH,44870,Cleveland-Akron (Canton),41.432066,-82.679411,ROOFTOP,no
MED-100941,Noms HealthCare,2500 W Strub Rd,Sandusky,OH,44870,Cleveland-Akron (Canton),41.4096015,-82.7343064,RANGE_INTERPOLATED,no
MED-101060,Plum Creek Medical,410 S Wilcox St,Castle Rock,CO,80104,Denver,39.3639889,-104.863471,ROOFTOP,no
MED-100468,Thornton Medical Center,3814 E 120th Ave,Thornton,CO,80233,Denver,39.9139438,-104.9431716,RANGE_INTERPOLATED,no
MED-100469,Thornton Medical Center,3814 E 120th Ave,Thornton,CO,80233,Denver,39.9139438,-104.9431716,RANGE_INTERPOLATED,no
MED-101131,MIMA ,1220 Ste Rd A1A,Indialantic,FL,32903,Orlando-Daytona Bch-Melbrn,28.1030097,-80.5705306,RANGE_INTERPOLATED,no
MED-100229,"Quality Medical Care, PA",2254 Florida A1A,Indian Hrbr Bch,FL,32937,Orlando-Daytona Bch-Melbrn,28.1406027,-80.5815555,RANGE_INTERPOLATED,no
MED-100998,MIMA,2040 Florida A1A,Indian Hrbr Bch,FL,32937,Orlando-Daytona Bch-Melbrn,28.1465488,-80.583057,RANGE_INTERPOLATED,no
MED-100999,MIMA,2040 Florida A1A,Indian Hrbr Bch,FL,32937,Orlando-Daytona Bch-Melbrn,28.1465488,-80.583057,RANGE_INTERPOLATED,no
MED-100642,Osler Medical,2222 S Harbor City Blvd,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.076069,-80.60239,ROOFTOP,no
MED-100643,Osler Medical,2222 S Harbor City Blvd,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.076069,-80.60239,ROOFTOP,no
MED-100644,Osler Medical,2222 S Harbor City Blvd,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.076069,-80.60239,ROOFTOP,no
MED-100772,Osler Medical,2222 S Harbor City Blvd,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.076069,-80.60239,ROOFTOP,no
MED-100641,Osler Medical,2222 S Harbor City Blvd,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.076069,-80.60239,ROOFTOP,no
MED-100020,Osler Medical ,930 S Harbor City Blvd,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0949759,-80.6108851,ROOFTOP,no
MED-101267,Sunshine HealthCare,455 Minutemen Cswy,Cocoa Beach,FL,32931,Orlando-Daytona Bch-Melbrn,28.3184215,-80.6126066,RANGE_INTERPOLATED,no
MED-100224,"Quality Medical Care, PA",675 S Babcock St,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0973595,-80.6216751,ROOFTOP,no
MED-100225,"Quality Medical Care, PA",675 S Babcock St,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0973595,-80.6216751,ROOFTOP,no
MED-100779,MIMA,1223 Gateway Dr,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0895774,-80.6502056,ROOFTOP,no
MED-100015,MIMA,1223 Gateway Dr,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0895774,-80.6502056,ROOFTOP,no
MED-101199,MIMA,1223 Gateway Dr,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0895774,-80.6502056,ROOFTOP,no
MED-101200,MIMA,1223 Gateway Dr,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0895774,-80.6502056,ROOFTOP,no
MED-100983,MIMA,1223 Gateway Dr,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0895774,-80.6502056,ROOFTOP,no
MED-101009,MIMA,1223 Gateway Dr,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0895774,-80.6502056,ROOFTOP,no
MED-101057,MIMA,1223 Gateway Dr,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0895774,-80.6502056,ROOFTOP,no
MED-101058,MIMA,1223 Gateway Dr,Melbourne,FL,32901,Orlando-Daytona Bch-Melbrn,28.0895774,-80.6502056,ROOFTOP,no
MED-100030,Osler Medical ,240 N Wickham Rd,Melbourne,FL,32935,Orlando-Daytona Bch-Melbrn,28.108241,-80.672865,ROOFTOP,no
MED-100698,Osler Medical,240 N Wickham Rd,Melbourne,FL,32935,Orlando-Daytona Bch-Melbrn,28.108241,-80.672865,ROOFTOP,no
MED-100699,Osler Medical,240 N Wickham Rd,Melbourne,FL,32935,Orlando-Daytona Bch-Melbrn,28.108241,-80.672865,ROOFTOP,no
MED-100013,"D. Badolato, PA",6300 Wickham Rd,Melbourne,FL,32940,Orlando-Daytona Bch-Melbrn,28.214582,-80.674028,ROOFTOP,no
MED-100014,"D. Badolato, PA",6300 Wickham Rd,Melbourne,FL,32940,Orlando-Daytona Bch-Melbrn,28.214582,-80.674028,ROOFTOP,no
MED-100221,"Quality Medical Care, PA",925 N Courtney Pkwy,Merritt Island,FL,32953,Orlando-Daytona Bch-Melbrn,28.3724725,-80.7004084,RANGE_INTERPOLATED,no
MED-100222,"Quality Medical Care, PA",1264 Malabar Rd,Palm Bay,FL,32907,Orlando-Daytona Bch-Melbrn,27.9989856,-80.7075205,RANGE_INTERPOLATED,no
MED-100167,Osler Medical ,8057 Spyglass Hill Rd,Melbourne,FL,32940,Orlando-Daytona Bch-Melbrn,28.2380533,-80.7082844,RANGE_INTERPOLATED,no
MED-100780,MIMA,7125 Murrell Rd,Viera,FL,32940,Orlando-Daytona Bch-Melbrn,28.2370545,-80.7129344,ROOFTOP,no
MED-100205,Family Health Center/Dr. Choi,245 N Cswy,New Smyrna Beach,FL,32169,Orlando-Daytona Bch-Melbrn,29.035197,-80.914083,ROOFTOP,no
MED-100627,"Family Care Physicians, LLP",401 Venture Dr,South Daytona,FL,32114,Orlando-Daytona Bch-Melbrn,29.153195,-80.993184,ROOFTOP,no
MED-100202,Port Orange Urgent Care,1690 Dunlawton Ave,Port Orange,FL,32127,Orlando-Daytona Bch-Melbrn,29.114485,-81.023956,ROOFTOP,no
MED-100243,Sandpiper Medical Associates,1400 Hand Ave,Ormond Beach,FL,32174,Orlando-Daytona Bch-Melbrn,29.261303,-81.084309,ROOFTOP,no
MED-100071,"The Mini ER of Waterford Lakes, LLC",12301 Lake Underhill Rd,Orlando,FL,32828,Orlando-Daytona Bch-Melbrn,28.5479426,-81.2029338,ROOFTOP,no
MED-100616,"Dr. Ernest Chung, MD & Associates",2920 17th St,Saint Cloud,FL,34769,Orlando-Daytona Bch-Melbrn,28.2424362,-81.3020449,RANGE_INTERPOLATED,no
MED-100200,Unlimited Medical Service of Florida,5580 E Grant St,Orlando,FL,32822,Orlando-Daytona Bch-Melbrn,28.516462,-81.312648,ROOFTOP,no
MED-101135,Dr. Mark Weigley,685 Palm Springs Dr,Altomonte Springs,FL,32701,Orlando-Daytona Bch-Melbrn,28.674973,-81.373468,ROOFTOP,no
MED-101271,Altamonte Medical Group,460 E Altamonte Dr,Altamonte Springs,FL,32701,Orlando-Daytona Bch-Melbrn,28.6635802,-81.3757736,ROOFTOP,no
MED-100758,Dr. Raul Tamayo Internal Medicine,280 Wekiva Springs Rd,Longwood,FL,32779,Orlando-Daytona Bch-Melbrn,28.690708,-81.407422,ROOFTOP,no
MED-100244,"Dr. Raul Tamayo, PL",280 Wekiva Springs Rd,Longwood,FL,32779,Orlando-Daytona Bch-Melbrn,28.690708,-81.407422,ROOFTOP,no
MED-100811,Dr. Carol Stewart,3927 Rosewood Way,Orlando,FL,32808,Orlando-Daytona Bch-Melbrn,28.6083922,-81.4280732,RANGE_INTERPOLATED,no
MED-101140,Alliance Medical Associates,10969 SE 175th Pl,Summerfield,FL,34491,Orlando-Daytona Bch-Melbrn,28.967273,-81.971484,ROOFTOP,no
MED-100682,Villages Endoscopy & Surgical  Center,10900 SE 174th Place Rd,Summerfield,FL,34491,Orlando-Daytona Bch-Melbrn,28.968335,-81.972566,ROOFTOP,no
MED-101008,"Donald Gutman, MD",1600 Creekside Dr,Folsom,CA,95630,Sacramnto-Stkton-Modesto,38.6699879,-121.14746,ROOFTOP,no
MED-100445,Dr. Ray Mikelionis,203 Grove St,Roseville,CA,95678,Sacramnto-Stkton-Modesto,38.7529085,-121.2870227,RANGE_INTERPOLATED,no
MED-100822,Care Medical Clinic Inc,6500 Coyle Ave,Carmichael,CA,95608,Sacramnto-Stkton-Modesto,38.667792,-121.31172,ROOFTOP,no
MED-100383,Midtown Primary Care Associates,5240 Elvas Ave,Sacramento,CA,95819,Sacramnto-Stkton-Modesto,38.5764755,-121.4352683,RANGE_INTERPOLATED,no
MED-100796,Gateway Healthcare,8601 W Main St,Belleville,IL,62223,St. Louis,38.570209,-90.052727,ROOFTOP,no
MED-101054,Health & Opportunity Center,1835 Kingshighway,Washington Park,IL,62204,St. Louis,38.6335989,-90.0931136,RANGE_INTERPOLATED,no
MED-101003,Southern Illinois Regional Wellness Center,100 N 8th Street,East St. Louis,IL,62201,St. Louis,38.6225293,-90.1572485,RANGE_INTERPOLATED,no
MED-101128,Southern Illinois Medical Specialists,100 N 8th Street,E St. Louis,MO,62201,St. Louis,38.6270664,-90.1930153,RANGE_INTERPOLATED,no
MED-100546,Saint Louis Connect Care,5535 Delmar Blvd,St. Louis,MO,63112,St. Louis,38.654178,-90.280339,ROOFTOP,no
MED-100344,National Medical Information Service,2331 Hampton Ave,St. Louis,MO,63139,St. Louis,38.6141934,-90.2879645,ROOFTOP,no
MED-101340,Hampton Medical Office,5213 Hampton Ave,St. Louis,MO,63109,St. Louis,38.583629,-90.293325,ROOFTOP,no
MED-101167,Dr. Jianmei Liu,6400 Clayton Rd,St. Louis,MO,63117,St. Louis,38.633293,-90.309455,ROOFTOP,no
MED-101168,Dr. P. Kulikowski,6400 Clayton Rd,St. Louis,MO,63117,St. Louis,38.633293,-90.309455,ROOFTOP,no
MED-100110,Lemay Internal Medicine,2900 Lemay Ferry Rd,St. Louis,MO,63125,St. Louis,38.5161674,-90.3110473,ROOFTOP,no
MED-100598,Clayton Medical Center/Dr. Kaiser,1035 Bellevue Ave,St. Louis,MO,63117,St. Louis,38.633065,-90.313229,ROOFTOP,no
MED-101212,Clayton Endocrinology,1423 S Big Bend Blvd,St. Louis,MO,63117,St. Louis,38.626725,-90.320563,ROOFTOP,no
MED-100715,Gateway Health Care,7491 Big Bend ,Webster Groves,MO,63119,St. Louis,38.600598,-90.32705,ROOFTOP,no
MED-100648,"LRVS Medical, LLC",1224 Graham Rd,Florissant,MO,63031,St. Louis,38.7772144,-90.3349335,RANGE_INTERPOLATED,no
MED-100583,Women's Health Partners,211 N Merimec Ave,St. Louis,MO,63105,St. Louis,38.654693,-90.339474,ROOFTOP,no
MED-100361,MED-EX Forest Park,1034 S Brentwood Blvd,St. Louis,MO,63117,St. Louis,38.6361493,-90.3454293,ROOFTOP,no
MED-100362,MED-EX Forest Park,1034 S Brentwood Blvd,St. Louis,MO,63117,St. Louis,38.6361493,-90.3454293,ROOFTOP,no
MED-100375,MED-EX Forest Park Medical Clinic,1034 S Brentwood Blvd,St. Louis,MO,63117,St. Louis,38.6361493,-90.3454293,ROOFTOP,no
MED-100360,Slu-Care UClub,1034 S Brentwood Blvd,St. Louis,MO,63117,St. Louis,38.6361493,-90.3454293,ROOFTOP,no
MED-100815,Dr. Prithui Singh,8112 Delmar Blvd,St. Louis,MO,63130,St. Louis,38.659992,-90.3475629,ROOFTOP,no
MED-100816,Dr. Prithui Singh,8112 Delmar Blvd,St. Louis,MO,63130,St. Louis,38.659992,-90.3475629,ROOFTOP,no
MED-101239,Overland Medical Group,8888 Ladue Rd,St. Louis,MO,63124,St. Louis,38.651324,-90.351573,ROOFTOP,no
MED-101076,Patterson Medical,2175 Charbonier Rd,Florissant,MO,63031,St. Louis,38.8093438,-90.3595227,RANGE_INTERPOLATED,no
MED-101125,Esse Health,2175 Charbonier Rd,Florissant,MO,63031,St. Louis,38.8093438,-90.3595227,RANGE_INTERPOLATED,no
MED-100611,St. Louis Medical Professional,8790 Watson Rd,St. Louis,MO,63119,St. Louis,38.5637539,-90.3644861,RANGE_INTERPOLATED,no
MED-100534,Dr. Lakshmi Dundoo,10004 Kennerly Rd,St. Louis,MO,63128,St. Louis,38.507793,-90.378853,ROOFTOP,no
MED-101218,Dr. Chadwick T. Caudill,10004 Kennerly Rd,St. Louis,MO,63128,St. Louis,38.507793,-90.378853,ROOFTOP,no
MED-100476,St. Louis County Nephrology,10004 Kennerly Rd,St. Louis,MO,63128,St. Louis,38.507793,-90.378853,ROOFTOP,no
MED-100518,County Cardiology Inc,10004 Kennerly Rd,St. Louis,MO,63128,St. Louis,38.507793,-90.378853,ROOFTOP,no
MED-100044,St. Anthony's Primary Consultants,12700 Southfork Rd,St. Louis,MO,63128,St. Louis,38.50242,-90.381404,ROOFTOP,no
MED-100050,South County Endocrinology Diabetes Center,12700 Southfork Rd,St. Louis,MO,63128,St. Louis,38.50242,-90.381404,ROOFTOP,no
MED-100054,St. Anthony's Family Medicine,12700 Southfork Rd,St. Louis,MO,63128,St. Louis,38.50242,-90.381404,ROOFTOP,no
MED-100524,General Surgery of St. Louis,12700 Southfork Rd,St. Louis,MO,63128,St. Louis,38.50242,-90.381404,ROOFTOP,no
MED-100043,St. Anthony's Internal Medicine,12700 Southfork Rd,St. Louis,MO,63128,St. Louis,38.50242,-90.381404,ROOFTOP,no
MED-101118,"Musaddegue Ahmad, MD PC",1390 U.S. 61,Festus,MO,63028,St. Louis,38.1965593,-90.3953492,RANGE_INTERPOLATED,no
MED-101197,Jefferson County Internal Medicine,1455 U.S. 61,Festus,MO,63028,St. Louis,38.1937413,-90.3956263,RANGE_INTERPOLATED,no
MED-100793,Draves Family Practice,1471 U.S. 61,Festus,MO,63028,St. Louis,38.1927839,-90.3957051,RANGE_INTERPOLATED,no
MED-100257,Kirkwood Family Medicine,10296 Big Bend Rd,St. Louis,MO,63122,St. Louis,38.567252,-90.397059,ROOFTOP,no
MED-100731,Sunset Hills Adult Medicine,3844 S Lindbergh Blvd,St. Louis,MO,63127,St. Louis,38.548702,-90.403372,ROOFTOP,no
MED-100701,"Rochelle G. Catus, Inc",12255 DePaul Dr,Bridgeton,MO,63044,St. Louis,38.750345,-90.432975,ROOFTOP,no
MED-100597,St. Louis Cardiology,12255 DePaul Dr,Bridgeton,MO,63044,St. Louis,38.750345,-90.432975,ROOFTOP,no
MED-100720,Premier Women's Health Care,714 Gravois Rd,Fenton,MO,63026,St. Louis,38.5116746,-90.4458735,ROOFTOP,no
MED-100049,St. Anthony's Fenton Family Medicine,714 Gravois Rd,Fenton,MO,63026,St. Louis,38.5116746,-90.4458735,ROOFTOP,no
MED-101290,Internal Medicine Specialists,3009 North Ballas Rd,St. Louis,MO,63131,St. Louis,38.6353757,-90.4485641,ROOFTOP,no
MED-101069,Long Term Consultants,3009 N Ballas Rd,St. Louis,MO,63131,St. Louis,38.6353757,-90.4485641,ROOFTOP,no
MED-101289,Associated Internists,3009 N Ballas Rd,St. Louis,MO,63131,St. Louis,38.6353757,-90.4485641,ROOFTOP,no
