State	NPA-NXX	Ocn 	Company                                                     	RateCenter 	EffectiveDate	Use	AssignDate	Initial/Growth File Updated 01/16/2012
NC 	252-657	4620	"DELTACOM, INC. - NC"                                       	HENDERSON  	          	AS	11/09/2001	I 
NC 	252-658	6232	"NEXTEL COMMUNICATIONS, INC."                               	NEW BERN   	          	AS	03/17/2003	I 
NC 	252-659	6232	"NEXTEL COMMUNICATIONS, INC."                               	MOREHEADCY 	          	AS	03/17/2003	I 
NC 	252-661	3235	"LEVEL 3 COMMUNICATIONS, LLC - NC"                          	WILLIAMSTN 	          	AS	06/19/2002	I 
NC 	252-665	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	HAVELOCK   	          	AS	03/08/2005	I 
NC 	252-668	8645	"SUNCOM DBA T-MOBILE USA"                                   	WILSON     	          	AS	          	  
NC 	252-670	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	NEW BERN   	          	AS	          	  
NC 	252-671	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	NEW BERN   	          	AS	          	  
NC 	252-672	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	NEW BERN   	          	AS	          	  
NC 	252-673	6664	"SPRINT SPECTRUM L.P."                                      	ROANOKERPD 	          	AS	          	  
NC 	252-674	3235	"LEVEL 3 COMMUNICATIONS, LLC - NC"                          	WILSON     	          	AS	12/27/2001	I 
NC 	252-675	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	NEW BERN   	          	AS	02/18/2003	G 
NC 	252-676	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	ROANOKERPD 	          	AS	09/16/2005	I 
NC 	252-677	7796	"BUSINESS TELECOM INC. - NC"                                	NASHVILLE  	          	AS	03/26/2003	I 
NC 	252-678	7796	"BUSINESS TELECOM INC. - NC"                                	WELDON     	          	AS	03/26/2003	I 
NC 	252-679	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	ELIZABTHCY 	          	AS	12/27/2007	G 
NC 	252-680	7835	"INTERMEDIA COMMUNICATIONS INC. - NC"                       	FOUNTAIN   	          	AS	10/15/2009	I 
NC 	252-683	3766	"TDPC, INC. - NC"                                           	WARRENTON  	          	AS	01/24/2007	I 
NC 	252-685	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	ROBERSONVL 	          	AS	10/04/2006	I 
NC 	252-686	8645	"SUNCOM DBA T-MOBILE USA"                                   	KINSTON    	          	AS	09/22/2004	G 
NC 	252-695	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-696	7835	"INTERMEDIA COMMUNICATIONS INC. - NC"                       	SCOTLDNECK 	          	AS	02/19/2010	I 
NC 	252-700	    	                                                            	           	          	UA	          	  
NC 	252-701	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	NORLINA    	          	AS	12/19/2006	I 
NC 	252-702	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENVILLE 	          	AS	09/10/2007	G 
NC 	252-704	    	                                                            	           	          	UA	          	  
NC 	252-705	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	JACKSON    	          	AS	04/12/2007	I 
NC 	252-706	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	COLUMBIA   	          	AS	          	  
NC 	252-707	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-708	816E	"BUGGS ISL TEL CO-OP DBA BUGGS ISLAND TEL CO - NC"          	WARRENTON  	          	AS	09/06/2007	I 
NC 	252-711	    	                                                            	           	          	UA	          	  
NC 	252-712	7835	"INTERMEDIA COMMUNICATIONS INC. - NC"                       	AYDEN      	          	AS	10/27/2009	I 
NC 	252-713	011G	"MCC TELEPHONY OF THE SOUTH, LLC - NC"                      	COLERAIN   	          	AS	12/20/2010	I 
NC 	252-714	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	GREENVILLE 	          	AS	          	  
NC 	252-715	775C	"CHARTER FIBERLINK NC-CCO, LLC - NC"                        	KLDEVILHLS 	          	AS	09/04/2007	I 
NC 	252-717	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	GREENVILLE 	          	AS	          	  
NC 	252-720	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	HAVELOCK   	          	AS	          	  
NC 	252-721	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	WASHINGTON 	          	AS	          	  
NC 	252-722	4620	"DELTACOM, INC. - NC"                                       	COINJOCK   	          	AS	12/14/2004	I 
NC 	252-723	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	MOREHEADCY 	          	AS	          	  
NC 	252-724	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINDSOR    	          	AS	          	  
NC 	252-725	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	MOREHEADCY 	          	AS	          	  
NC 	252-726	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	MOREHEADCY 	          	AS	          	  
NC 	252-727	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	MOREHEADCY 	          	AS	          	  
NC 	252-728	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BEAUFORT   	          	AS	          	  
NC 	252-729	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	MARSHALLBG 	          	AS	          	  
NC 	252-732	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BEAUFORT   	          	AS	04/15/2002	I 
NC 	252-733	998E	"BANDWIDTH.COM CLEC, LLC - NC"                              	HAVELOCK   	          	AS	09/08/2010	G 
NC 	252-737	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	11/01/2004	G 
NC 	252-738	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	HENDERSON  	          	AS	          	  
NC 	252-741	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	PLYMOUTH   	          	AS	          	  
NC 	252-744	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-745	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BAYBORO    	          	AS	          	  
NC 	252-746	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	AYDEN      	          	AS	          	  
NC 	252-747	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	SNOW HILL  	          	AS	          	  
NC 	252-749	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	FOUNTAIN   	          	AS	          	  
NC 	252-752	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-753	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	FARMVILLE  	          	AS	          	  
NC 	252-754	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-755	3235	"LEVEL 3 COMMUNICATIONS, LLC - NC"                          	PINETOPS   	          	AS	08/30/2006	G 
NC 	252-756	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-757	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-758	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-762	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	HENDERSON  	          	AS	          	  
NC 	252-764	7229	"MCIMETRO ACCESS TRANSMISSION SERVICES LLC"                 	SWNSBRWCAR 	          	AS	12/01/2004	I 
NC 	252-766	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	COLUMBIA   	          	AS	          	  
NC 	252-767	6664	"SPRINT SPECTRUM L.P."                                      	HENDERSON  	          	AS	          	  
NC 	252-770	6925	"COMSCAPE TELECOMMUNICATIONS, INC."                         	MOREHEADCY 	          	AS	05/23/2002	I 
NC 	252-771	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	SOUTHMILLS 	          	AS	          	  
NC 	252-772	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	NEW BERN   	          	AS	          	  
NC 	252-773	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	MOREHEADCY 	          	AS	          	  
NC 	252-774	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	TARBORO    	          	AS	          	  
NC 	252-775	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	KINSTON    	          	AS	          	  
NC 	252-776	3235	"LEVEL 3 COMMUNICATIONS, LLC - NC"                          	LITTLETON  	          	AS	11/29/2004	I 
NC 	252-777	7835	"INTERMEDIA COMMUNICATIONS INC. - NC"                       	NEWPORT    	          	AS	05/12/2005	I 
NC 	252-789	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WILLIAMSTN 	          	AS	          	  
NC 	252-791	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	PLYMOUTH   	          	AS	          	  
NC 	252-792	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WILLIAMSTN 	          	AS	          	  
NC 	252-793	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	PLYMOUTH   	          	AS	          	  
NC 	252-794	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WINDSOR    	          	AS	          	  
NC 	252-795	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ROBERSONVL 	          	AS	          	  
NC 	252-796	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	COLUMBIA   	          	AS	          	  
NC 	252-797	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	CRESWELL   	          	AS	          	  
NC 	252-798	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	HAMILTON   	          	AS	          	  
NC 	252-799	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WILLIAMSTN 	          	AS	          	  
NC 	252-801	8645	"SUNCOM DBA T-MOBILE USA"                                   	ROCKYMOUNT 	          	AS	          	  
NC 	252-802	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WILLIAMSTN 	          	AS	          	  
NC 	252-805	7835	"INTERMEDIA COMMUNICATIONS INC. - NC"                       	STANTONSBG 	          	AS	10/27/2009	I 
NC 	252-806	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	LA GRANGE  	          	AS	01/11/2008	I 
NC 	252-808	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	MOREHEADCY 	          	AS	          	  
NC 	252-809	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WILLIAMSTN 	          	AS	          	  
NC 	252-811	    	                                                            	           	          	UA	          	  
NC 	252-813	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-814	7674	"US LEC OF NORTH CAROLINA, INC."                            	GREENVILLE 	          	AS	          	  
NC 	252-816	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-818	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	BETHEL     	          	AS	10/04/2006	I 
NC 	252-820	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	NORLINA    	          	AS	07/12/2010	G 
NC 	252-822	4984	"TELCOVE OPERATIONS, INC. - NC"                             	ROCKYMOUNT 	          	AS	          	  
NC 	252-823	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	TARBORO    	          	AS	          	  
NC 	252-824	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	TARBORO    	          	AS	          	  
NC 	252-825	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BETHEL     	          	AS	          	  
NC 	252-826	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	SCOTLDNECK 	          	AS	          	  
NC 	252-827	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	PINETOPS   	          	AS	          	  
NC 	252-828	    	                                                            	           	          	UA	          	  
NC 	252-830	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-833	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	WASHINGTON 	          	AS	          	  
NC 	252-838	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BEAUFORT   	          	AS	          	  
NC 	252-843	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	MOSS HILL  	          	AS	08/25/2009	I 
NC 	252-844	7835	"INTERMEDIA COMMUNICATIONS INC. - NC"                       	MARSHALLBG 	          	AS	05/09/2005	I 
NC 	252-847	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	10/04/2002	I 
NC 	252-848	3235	"LEVEL 3 COMMUNICATIONS, LLC - NC"                          	PINETOPS   	          	AS	11/29/2004	I 
NC 	252-858	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	SEABOARD   	          	AS	04/12/2007	I 
NC 	252-862	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	AHOSKIE    	          	AS	          	  
NC 	252-864	8645	"SUNCOM DBA T-MOBILE USA"                                   	GREENVILLE 	          	AS	09/22/2004	G 
NC 	252-876	4620	"DELTACOM, INC. - NC"                                       	NEW BERN   	          	AS	12/14/2004	I 
NC 	252-879	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	WARRENTON  	          	AS	09/01/2006	I 
NC 	252-883	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-885	6232	"NEXTEL COMMUNICATIONS, INC."                               	ROCKYMOUNT 	          	AS	          	  
NC 	252-886	7835	"INTERMEDIA COMMUNICATIONS INC. - NC"                       	ROCKYMOUNT 	          	AS	03/16/2005	I 
NC 	252-902	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-903	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	ROCKYMOUNT 	          	AS	          	  
NC 	252-904	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	ROCKYMOUNT 	          	AS	          	  
NC 	252-907	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-908	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	ROCKYMOUNT 	          	AS	          	  
NC 	252-910	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	           	          	UA	          	  
NC 	252-911	    	                                                            	           	          	UA	          	  
NC 	252-915	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	HENDERSON  	          	AS	03/12/2004	  
NC 	252-916	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENVILLE 	          	AS	          	  
NC 	252-917	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENVILLE 	          	AS	          	  
NC 	252-919	    	                                                            	           	          	UA	          	  
NC 	252-920	7229	"MCIMETRO ACCESS TRANSMISSION SERVICES LLC"                 	WARRENTON  	          	AS	09/20/2004	I 
NC 	252-921	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	OCRACOKE   	          	AS	          	  
NC 	252-923	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BATH       	          	AS	          	  
NC 	252-924	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	ENGELHARD  	          	AS	          	  
NC 	252-925	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ENGELHARD  	          	AS	          	  
NC 	252-926	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	SWANQUARTR 	          	AS	          	  
NC 	252-927	0505	"TRI - COUNTY TELEPHONE MEMBERSHIP CORP."                   	PINETOWN   	          	AS	          	  
NC 	252-928	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	OCRACOKE   	          	AS	          	  
NC 	252-931	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	GREENVILLE 	          	AS	          	  
NC 	252-933	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	KINSTON    	          	AS	09/16/2005	I 
NC 	252-935	0505	"TRI - COUNTY TELEPHONE MEMBERSHIP CORP."                   	PIKE ROAD  	          	AS	          	  
NC 	252-937	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-939	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	KINSTON    	          	AS	          	  
NC 	252-940	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WASHINGTON 	          	AS	          	  
NC 	252-943	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BELHAVEN   	          	AS	          	  
NC 	252-944	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BELHAVEN   	          	AS	          	  
NC 	252-945	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	BELHAVEN   	          	AS	          	  
NC 	252-946	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WASHINGTON 	          	AS	          	  
NC 	252-947	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WASHINGTON 	          	AS	          	  
NC 	252-948	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WASHINGTON 	          	AS	          	  
NC 	252-950	    	                                                            	           	          	UA	          	  
NC 	252-955	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	ROCKYMOUNT 	          	AS	09/06/2005	I 
NC 	252-958	    	                                                            	           	          	UA	          	  
NC 	252-959	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	XXXXXXXXXX 	          	UA	          	  
NC 	252-962	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ROCKYMOUNT 	          	AS	05/21/2009	G 
NC 	252-964	0505	"TRI - COUNTY TELEPHONE MEMBERSHIP CORP."                   	SIDNEY     	          	AS	          	  
NC 	252-966	3235	"LEVEL 3 COMMUNICATIONS, LLC - NC"                          	BAILEY     	          	AS	11/29/2004	I 
NC 	252-969	998E	"BANDWIDTH.COM CLEC, LLC - NC"                              	ROCKYMOUNT 	          	AS	05/16/2008	I 
NC 	252-972	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-973	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-974	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WASHINGTON 	          	AS	          	  
NC 	252-975	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WASHINGTON 	          	AS	          	  
NC 	252-976	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	           	          	UA	          	  
NC 	252-977	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-979	775C	"CHARTER FIBERLINK NC-CCO, LLC - NC"                        	JACKSON    	          	AS	10/01/2007	I 
NC 	252-980	    	                                                            	           	          	UA	          	  
NC 	252-982	6232	"NEXTEL COMMUNICATIONS, INC."                               	KLDEVILHLS 	          	AS	06/30/2003	I 
NC 	252-984	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-985	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	ROCKYMOUNT 	          	AS	          	  
NC 	252-986	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BUXTON     	          	AS	          	  
NC 	252-987	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	WAVES      	          	AS	          	  
NC 	252-991	030F	"MOMENTUM TELECOM, INC. - NC"                               	WILSON     	          	AS	04/21/2008	I 
NC 	252-995	0470	"CAROLINA TEL AND TEL CO., LLC DBA CENTURYLINK"             	BUXTON     	          	AS	          	  
NC 	252-996	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BUXTON     	          	AS	          	  
NC 	336-200	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	ROARINGGAP 	          	AS	          	  
NC 	336-201	7973	"TIME WARNER COMMUNICATIONS AXS - NC - GREENSBORO"          	WINSTN SAL 	          	AS	          	  
NC 	336-202	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-203	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	           	          	UA	          	  
NC 	336-204	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	           	          	UA	          	  
NC 	336-205	6630	"USA MOBILITY WIRELESS, INC."                               	REIDSVILLE 	          	AS	          	  
NC 	336-206	6630	"USA MOBILITY WIRELESS, INC."                               	GREENSBORO 	          	AS	          	  
NC 	336-207	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-208	6630	"USA MOBILITY WIRELESS, INC."                               	WINSTN SAL 	          	AS	          	  
NC 	336-209	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-210	8645	"SUNCOM DBA T-MOBILE USA"                                   	GREENSBORO 	          	AS	          	  
NC 	336-211	    	                                                            	           	          	UA	          	  
NC 	336-212	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-213	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-214	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-215	6232	"NEXTEL COMMUNICATIONS, INC."                               	GREENSBORO 	          	AS	          	  
NC 	336-216	6630	"USA MOBILITY WIRELESS, INC."                               	ASHEBORO   	          	AS	          	  
NC 	336-217	7973	"TIME WARNER COMMUNICATIONS AXS - NC - GREENSBORO"          	GREENSBORO 	          	AS	          	  
NC 	336-218	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-219	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	WJEFFERSON 	          	AS	          	  
NC 	336-220	0497	"PIEDMONT TELEPHONE MEMBERSHIP CORP."                       	CHURCHLAND 	          	AS	          	  
NC 	336-221	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	BURLINGTON 	          	AS	          	  
NC 	336-222	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	BURLINGTON 	          	AS	          	  
NC 	336-223	7796	"BUSINESS TELECOM INC. - NC"                                	BURLINGTON 	          	AS	          	  
NC 	336-224	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-225	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	LEXINGTON  	          	AS	          	  
NC 	336-226	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	BURLINGTON 	          	AS	          	  
NC 	336-227	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	BURLINGTON 	          	AS	          	  
NC 	336-228	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	BURLINGTON 	          	AS	          	  
NC 	336-229	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	BURLINGTON 	          	AS	          	  
NC 	336-230	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-231	7973	"TIME WARNER COMMUNICATIONS AXS - NC - GREENSBORO"          	WINSTN SAL 	          	AS	          	  
NC 	336-232	7973	"TIME WARNER COMMUNICATIONS AXS - NC - GREENSBORO"          	GREENSBORO 	          	AS	          	  
NC 	336-233	6664	"SPRINT SPECTRUM L.P."                                      	JULIAN     	          	AS	09/23/2002	I 
NC 	336-234	0485	"MEBTEL, INC. DBA CENTURYLINK"                              	MILTON     	          	AS	          	  
NC 	336-235	7970	"WINDSTREAM COMMUNICATIONS, INC. - NC"                      	GREENSBORO 	          	AS	          	  
NC 	336-236	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-237	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-238	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-239	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	LEXINGTON  	          	AS	          	  
NC 	336-240	6232	"NEXTEL COMMUNICATIONS, INC."                               	LEXINGTON  	          	AS	          	  
NC 	336-241	0496	"RANDOLPH TELEPHONE MEMBERSHIP CORP."                       	JACKSONCRK 	          	AS	          	  
NC 	336-242	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-243	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-244	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	ELKIN      	          	AS	          	  
NC 	336-245	7970	"WINDSTREAM COMMUNICATIONS, INC. - NC"                      	WINSTN SAL 	          	AS	          	  
NC 	336-246	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	WJEFFERSON 	          	AS	          	  
NC 	336-247	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	LEXINGTON  	          	AS	          	  
NC 	336-248	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-249	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-250	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	LEXINGTON  	          	AS	          	  
NC 	336-251	7970	"WINDSTREAM COMMUNICATIONS, INC. - NC"                      	WINSTN SAL 	          	AS	          	  
NC 	336-252	7970	"WINDSTREAM COMMUNICATIONS, INC. - NC"                      	GREENSBORO 	          	AS	          	  
